t=     0s {'MemAvailable': 16.64, 'MemFree': 8.18, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 4.88, 'Mapped': 1.01} top=[(3.4, 'VLLM::EngineCor'), (1.59, 'python3'), (0.55, 'claude'), (0.26, 'codex')] gpu=[N/A], 0 %
t=   941s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   946s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   951s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   956s {'MemAvailable': 15.74, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   961s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   966s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   971s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   976s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   981s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   986s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   992s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   997s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1002s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1007s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
slot0 usage {'prompt_tokens': 250128, 'total_tokens': 250176, 'completion_tokens': 48, 'completion_tokens_details': {'reasoning_tokens': 0}} wall=1009s
slot1 usage {'prompt_tokens': 250128, 'total_tokens': 250176, 'completion_tokens': 48, 'completion_tokens_details': {'reasoning_tokens': 48}} wall=1011s
t=  1012s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1017s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1022s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1027s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1032s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1037s {'MemAvailable': 15.74, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1042s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1047s {'MemAvailable': 15.74, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1052s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1057s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1062s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1067s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.04, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1072s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.04, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1078s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1083s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1088s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1093s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1098s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1103s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1108s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1113s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1118s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1123s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1128s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1133s {'MemAvailable': 15.74, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1138s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1143s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1148s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1153s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1158s {'MemAvailable': 15.74, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1164s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1169s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1174s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1179s {'MemAvailable': 15.74, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1184s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1189s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1194s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1199s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1204s {'MemAvailable': 15.73, 'MemFree': 7.25, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1209s {'MemAvailable': 15.72, 'MemFree': 7.25, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1214s {'MemAvailable': 15.73, 'MemFree': 7.25, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1219s {'MemAvailable': 15.43, 'MemFree': 6.95, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.36, 'Mapped': 1.24} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.53, 'python3'), (0.51, 'claude')] gpu=[N/A], 96 %
t=  1224s {'MemAvailable': 15.51, 'MemFree': 7.04, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1229s {'MemAvailable': 15.55, 'MemFree': 7.08, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1234s {'MemAvailable': 15.58, 'MemFree': 7.1, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1239s {'MemAvailable': 15.62, 'MemFree': 7.14, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1244s {'MemAvailable': 15.66, 'MemFree': 7.18, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1250s {'MemAvailable': 15.69, 'MemFree': 7.21, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1255s {'MemAvailable': 15.71, 'MemFree': 7.23, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1260s {'MemAvailable': 15.72, 'MemFree': 7.24, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.02} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1265s {'MemAvailable': 15.73, 'MemFree': 7.25, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1270s {'MemAvailable': 15.73, 'MemFree': 7.25, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.77, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1275s {'MemAvailable': 15.73, 'MemFree': 7.24, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1280s {'MemAvailable': 15.72, 'MemFree': 7.24, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1285s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1290s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1295s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1300s {'MemAvailable': 15.73, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1305s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1310s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1315s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1320s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1325s {'MemAvailable': 15.74, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1330s {'MemAvailable': 15.73, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1335s {'MemAvailable': 15.74, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1341s {'MemAvailable': 15.73, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1346s {'MemAvailable': 15.73, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1351s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1356s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1361s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1366s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1371s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1376s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1381s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1386s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1391s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1396s {'MemAvailable': 15.73, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1401s {'MemAvailable': 15.73, 'MemFree': 7.27, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
